"","id","x","y","trees","expf.bh","expf.tot","ba","qmd","nst","site"
"55",10143,1261809,396354.34375,6,46.2048827881741,733.431637939438,60,15.430073493637,0,NA
"56",10144,1261546.125,396359.59375,4,259.901100490833,259.901100490833,62.8111803650945,6.65657338282898,1,106.119726436007
"57",10145,1261813.25,396681.21875,14,64.8451977031618,2813.75221830822,36.6453112950982,10.1790349180094,1,100.724609148127
"58",10146,1261293.875,396696.78125,13,808.840712109387,808.840712109387,216.707768500656,7.00877380999469,1,110.623546113542
"59",10150,1262320.5,396004.09375,3,0,687.226755151264,0,NA,0,NA
"60",10151,1262335.5,396332.5,1,0,229.075585050421,0,NA,0,NA
"61",10153,1263539.625,396617.21875,3,41.7656983248889,41.7656983248889,60,16.2293847964584,1,98.5758331413469
"62",10154,1263557.25,396947.125,1,1.92017023560334,1.92017023560334,20,43.7,1,118.096597007195
"63",10155,1263299.625,396956.1875,1,3.38774576845127,3.38774576845127,20,32.9,0,NA
"64",10157,1263320,397282.3125,3,0,687.226755151264,0,NA,0,NA
"65",10166,1264472.125,392939.84375,8,211.184846183429,211.184846183429,138.22269583329,10.9545517043434,1,117.124700143228
"66",10167,1264203.25,392945.8125,7,82.3347023732257,82.3347023732257,140,17.6566725828094,1,124.534864624028
"67",10168,1263941.75,392957.75,8,73.0221617081961,73.0221617081961,160,20.0432874289674,1,136.429995866771
"68",10169,1263680.25,392968.21875,9,295.403687526705,295.403687526705,178.041530876428,10.512088527574,0,NA
"69",10170,1263409.875,392977.1875,6,71.7639101076833,71.7639101076833,120,17.5095055453782,1,119.169355141859
"70",10171,1263159.625,392986.90625,6,70.1250696423324,70.1250696423324,120,17.7129246881754,1,117.004126895683
"71",10172,1264469.75,393270.59375,14,487.823574085452,487.823574085452,214.162061564931,8.97172975530056,1,144.237875781204
"72",10173,1264208.5,393278.125,8,198.10452462,198.10452462,137.220041503073,11.2693244244701,1,136.666442999989
"73",10174,1263950.125,393284.15625,6,43.4158220751071,43.4158220751071,120,22.5114212302394,1,142.283985571944
"74",10175,1263689.5,393294.6875,7,45.3907803161973,45.3907803161973,140,23.7802545606792,1,95.8211385942193
"75",10176,1263423.625,393302.21875,8,101.673082929342,101.673082929342,160,16.9860853117619,1,119.786625146483
"76",10177,1263156.125,393312,4,27.7682019010332,27.7682019010332,80,22.9830372080561,1,138.294633011759
"77",10178,1262895.875,393320.84375,4,29.2511149430947,29.2511149430947,80,22.3928869279463,1,128.417749862819
"78",10179,1264485.625,393601.25,29,3541.37619989916,3999.52737,287.499442876655,3.8580582233849,1,127.952385329222
"79",10180,1264227.25,393605.78125,9,120.486262005941,120.486262005941,180,16.5502208297561,1,142.551858702196
"80",10181,1263968.125,393614.8125,13,217.503925449147,217.503925449147,249.795401805485,14.5109209423082,1,124.082846762375
"81",10182,1263697.75,393623.09375,6,69.846122852121,69.846122852121,120,17.7482597926112,1,118.272324538958
"82",10183,1263438.625,393631.375,6,30.1704943571717,259.246079407593,100,24.6515988926231,1,121.117587648111
"83",10184,1263172,393639.6875,14,433.301426363953,433.301426363953,209.467403824445,9.4145479460221,1,116.791959517821
"84",10185,1262911.375,393650.96875,3,24.6225068447379,24.6225068447379,60,21.1371192521513,1,121.893982440727
"85",10186,1264240.875,393943.96875,9,181.547699945521,181.547699945521,158.272672373114,12.6428183453183,1,144.624447535495
"86",10187,1263977.25,393952.28125,6,498.422763391047,498.422763391047,105.61297665975,6.23298401509873,1,131.510831826318
"87",10188,1263712,393959.8125,6,57.9126293410359,57.9126293410359,120,19.4912767220907,1,117.611340853016
"88",10189,1263443.125,393968.84375,6,42.7871768041667,42.7871768041667,120,22.6761913485575,1,113.584165702098
"89",10190,1263187.75,393977.125,10,84.2116484512219,84.2116484512219,200,20.8672500074565,1,121.564075153797
"90",10191,1262927.875,393983.15625,8,70.8447017339759,70.8447017339759,160,20.3489783203751,1,134.759953289793
"91",10192,1263994.5,394277.65625,15,193.045744998268,193.045744998268,300,16.8797813372154,1,126.444859205962
"92",10193,1263724.125,394285.1875,11,109.064782243145,338.140367293566,200,18.3361872521212,1,134.782865518981
"93",10194,1263457.5,394296.5,10,105.413638947272,105.413638947272,200,18.6510334436989,1,125.997783487412
"94",10195,1263206.625,394301,5,35.0763995699997,35.0763995699997,100,22.862767587549,1,125.294941910435
"95",10196,1262964.125,394308.53125,7,70.7891156092873,70.7891156092873,140,19.0421981660613,0,NA
"96",10197,1263743,394620.375,5,109.951056863876,109.951056863876,90.148361117991,12.2607071583434,1,138.510213109984
"97",10198,1263468.75,394625.65625,10,72.6024259138061,301.678010964227,180,21.3204807007091,1,124.517020512
"98",10199,1263214.125,394633.1875,7,47.2320397782048,505.383209879047,100,19.7023466113797,0,NA
"99",10200,1262948.25,394642.96875,8,65.18003301753,65.18003301753,160,21.2148032857985,1,120.452106397297
"100",10201,1264011.125,394937.5,7,47.475099608701,276.550684659122,120,21.5275192662066,0,NA
"101",10202,1263749,394949.5625,12,157.650670846498,386.726255896919,205.7754138834,15.4698155746371,1,120.509274908142
"102",10203,1263478.5,394957.09375,10,90.0400300888795,319.115615139301,180,19.1449723159282,1,123.7689706842
"103",10204,1263224,394966.875,13,133.860347200025,133.860347200025,260,18.8710908870376,1,126.65934241209
"104",10205,1262960.375,394979.6875,10,178.695205579616,178.695205579616,185.7754138834,13.806194086938,1,128.377948493379
"105",10206,1263778.375,395277.96875,8,146.523462069314,146.523462069314,157.56987728184,14.0416879819676,1,110.580801176892
"106",10207,1263518.5,395288.5,9,117.893428611388,346.96901366181,160,15.7743509233181,1,114.350653642888
"107",10208,1263257.875,395295.28125,12,205.912689714354,205.912689714354,233.606112967057,14.4223772604668,1,127.41649429017
"108",10209,1263000.25,395304.3125,10,126.77468935288,126.77468935288,187.499604507324,16.4672169169447,1,128.922173479389
"109",10210,1263515.5,395621.4375,13,109.887780671079,109.887780671079,260,20.8280340351436,1,134.912817973271
"110",10211,1263256.375,395628.96875,9,87.6022435048837,87.6022435048837,180,19.4095266469465,1,140.580644310748
"111",10214,1263785.875,395613.90625,5,62.6933487732996,749.920103924563,38.5194315384945,10.6136681889162,0,NA
"112",10215,1263517.75,395950.59375,5,32.2420147953532,32.2420147953532,100,23.8465314976981,1,132.883288868501
"113",10216,1263776.875,395943.8125,3,27.9586587853426,27.9586587853426,60,19.8359846760913,0,NA
"114",10217,1264046.5,395931.03125,6,56.0787449378768,514.229915038719,80,16.1726860763039,0,NA
"115",10218,1263797.125,396283.53125,4,50.2509199072919,50.2509199072919,80,17.0847760793926,1,130.137024466309
"116",10219,1264058.5,396267.71875,13,102.557064069925,789.783819221189,200,18.9089979104197,1,129.220619265614
"117",10220,1264585,396250.375,6,571.558939345458,571.558939345458,73.4311950776735,4.85340008276584,0,NA
"118",10221,1263805.5,396602.90625,3,118.898982656557,118.898982656557,52.0068636926923,8.95524699442022,1,118.486930380172
"119",10222,1264070.625,396599.125,7,136.808330343164,136.808330343164,134.443220009108,13.422996820837,1,140.86019808892
"120",10223,1264335,396593.125,10,154.604164936904,154.604164936904,200,15.4007087933801,1,125.237980274085
"121",10224,1263823.875,396938.84375,NA,NA,NA,NA,NA,NA,NA
"122",10225,1264082.625,396930.1875,16,145.04650599439,832.273261145654,260,18.1288119494236,1,135.193035310597
"123",10226,1264042.75,395608.625,12,336.557185909695,1252.85952611138,141.79915543366,8.78908559691488,0,NA
"124",10227,1264307.125,395596.59375,9,209.689029721725,209.689029721725,164.113680465032,11.9790076815946,1,127.563228371097
"125",10228,1264570.75,395592.8125,12,194.824873877019,1340.20279912913,129.448689560456,11.0373021872808,1,123.307179973173
"126",10229,1264834.375,395580.75,9,97.2945109335071,97.2945109335071,180,18.4174028950329,1,135.356793923478
"127",10230,1264310.875,395926.5,6,173.677296727736,173.677296727736,95.4958508791484,10.0405391026469,1,125.890710808099
"128",10231,1264573.75,395917.46875,7,154.861103804109,154.861103804109,139.990615929561,12.8740322524643,1,124.89486251991
"129",10232,1264836.625,395910.6875,8,69.309839225058,69.309839225058,160,20.5730580479074,0,NA
"130",10233,1264319.875,396257.15625,12,615.161455706168,844.237040756589,180.162423754428,7.32780418981247,1,133.384205499058
"131",10234,1264787.625,394587.25,5,289.934346582155,289.934346582155,82.1115088075598,7.20590428053887,0,NA
"132",10235,1265052.875,394578.96875,8,737.699534640529,737.699534640529,84.113649504146,4.57224811293205,1,100.956233276763
"133",10236,1265315,394568.15625,1,229.075585050421,229.075585050421,7.19662173464181,2.4,0,NA
"134",10237,1265580.125,394557.875,10,1546.26019909034,1775.33578414077,67.8868822832922,2.83718692186991,1,116.079830317997
"135",10238,1265844.5,394551.09375,7,1201.26772706935,1430.34331211977,49.1113344474226,2.73783498344626,0,NA
"136",10239,1264274,394935.25,19,385.36693583585,2676.12278634006,171.010442960731,9.02008015695294,1,107.665962145361
"137",10240,1264539.875,394925.4375,7,825.994593113615,825.994593113615,66.9904325493278,3.85615155810223,1,121.829914791954
"138",10241,1264803.5,394917.15625,7,916.302340201685,916.302340201685,56.1954780065742,3.35326281404023,0,NA
"139",10242,1265061.875,394906.625,2,57.2688962626053,286.344481313027,5.77541388339961,4.3,1,93.0794924221712
"140",10243,1264052.5,395270.4375,NA,NA,NA,NA,NA,NA,NA
"141",10244,1264316.125,395262.15625,11,2128.49448110735,2128.49448110735,42.6924101434903,1.91767664080194,0,NA
"142",10245,1264580.5,395255.375,30,1820.2069380263,5256.34071378262,130.666813841774,3.62792728521745,0,NA
"143",10246,1264844.125,395248.59375,11,1660.79799161555,2348.02474676682,19.0816676115134,1.45139647379272,1,39.9399932254852
"144",10247,1265775.75,392567.8125,10,95.8256450832879,324.901230133709,180,18.5580218894531,0,NA
"145",10248,1266041.875,392558.03125,6,47.0065032711499,47.0065032711499,120,21.6345544637173,1,127.753723563495
"146",10249,1266303.25,392551.25,7,103.535146577027,103.535146577027,126.047161318692,14.9402869651259,1,134.212761409493
"147",10250,1265258.125,392914.4375,10,278.688304844618,278.688304844618,171.219719721243,10.6133827094072,1,122.699851372789
"148",10251,1265518,392907.71875,7,52.8171782002199,52.8171782002199,140,22.0451331480613,1,131.397111766782
"149",10252,1265783.25,392899.5,9,89.2126309115627,89.2126309115627,180,19.23354708056,0,NA
"150",10253,1266048.625,392889.4375,10,70.9347384655884,300.01032351601,180,21.5696487292051,1,133.99241310006
"151",10254,1266317.5,392882.65625,8,59.6999082100716,59.6999082100716,160,22.1671298606739,1,138.357605028249
"152",10255,1265269.75,393248,7,91.29155590948,91.29155590948,137.56987728184,16.62197697257,1,121.57130298132
"153",10256,1265533.375,393238.9375,7,180.736274464772,180.736274464772,137.56987728184,11.8134111116548,1,114.190665056669
"154",10257,1265796.25,393229.90625,12,112.383276005908,112.383276005908,240,19.7875070607409,1,148.453204482355
"155",10272,1264518,394262.59375,11,1031.58405742068,1489.73522752152,121.714806553485,4.65110026256981,0,NA
"156",10278,1264005.125,394605.3125,8,563.314066675478,792.3896517259,103.866921299652,5.81432946612126,1,128.638325528117
"157",10279,1264267.25,394603.8125,5,93.982710853372,323.058295903793,80,12.4927288963964,0,NA
"158",10280,1264533.125,394597.03125,18,1462.30780047692,2149.53455562818,192.769005925007,4.91626756878652,0,NA
"159",10287,1264992.875,392921.15625,2,114.537792525211,114.537792525211,15.6176686949692,5,1,82.6619052763
"160",10288,1264745.5,393263.8125,2,0,458.151170100843,0,NA,0,NA
"161",10289,1265008.375,393256.28125,2,229.075585050421,458.151170100843,9.10822438290604,2.7,0,NA
"162",10309,1264828.375,396104.25,9,23.5608041698927,1398.01431447242,60,21.6081146883074,1,126.552351196423
"163",10313,1265922,396727.1875,12,958.147242153684,958.147242153684,169.02699903647,5.68719630911412,1,116.408680235826
"164",10314,1265663.75,396732.46875,13,490.670513849247,490.670513849247,234.046517755033,9.3517398632703,1,132.292171035456
"165",10315,1265400,396743.75,18,213.584821786143,2046.18950218951,200,13.1028602895528,1,113.17955156847
"166",10316,1265652.375,397070.65625,8,34.4227799774881,721.649535128752,100,23.0788059406922,1,125.12360768936
"167",10317,1265127.375,397086.46875,9,76.5143655384682,76.5143655384682,180,20.7683056964335,1,144.183768159975
"168",10318,1265678,397397.5625,3,64.2007108131334,293.276295863555,29.108224382906,9.11746793532282,0,NA
"169",10319,1265412.125,397403.59375,10,295.527016154945,982.753771306209,120.012494134956,8.62881071348817,1,132.646841735283
"170",10320,1265149.25,397417.15625,10,115.303438765405,115.303438765405,200,17.8332366936947,1,128.077475427355
"171",10321,1265403.875,397735.03125,7,133.394396034725,591.545566135567,85.5099135155851,10.8411598229123,1,126.242163669225
"172",10322,1265143.25,397745.5625,6,23.1719828899672,252.247567940389,100,28.1290267649428,1,116.550210857158
"173",10323,1265166.5,398079.25,11,59.1554970841256,746.38225223539,160,22.2688988768426,1,134.566829605122
"174",10327,1266453.875,396709.875,8,811.758589143593,811.758589143593,114.118372500252,5.07692379022954,1,123.861843574757
"175",10334,1266451.375,397674.375,4,27.2512626131788,714.478017764443,20,11.6,0,NA
"176",10335,1266188.125,397689.15625,2,0,458.151170100843,0,NA,0,NA
"177",10336,1266479.75,398009.4375,1,0,229.075585050421,0,NA,0,NA
"178",10337,1266214,398023.90625,3,0,687.226755151264,0,NA,0,NA
"179",10341,1266181.125,397053.34375,3,11.3176848679918,469.468854968834,20,18,0,NA
"180",10342,1265916,397062.375,8,247.86548182663,476.941066877052,120.646558014749,9.44682235805323,0,NA
"181",10343,1265940.125,397387.78125,1,229.075585050421,229.075585050421,0.0499765398239015,0.2,0,NA
"182",10344,1265133.375,396758.0625,2,229.075585050421,458.151170100843,2.81118036509446,1.5,0,NA
"183",10345,1265392.5,397076.6875,NA,NA,NA,NA,NA,NA,NA
"184",10350,1265359.375,396092.21875,3,86.3936912175401,86.3936912175401,52.3973054100666,10.5450773002889,0,NA
"185",10351,1265879.125,396365.625,3,497.939905964876,497.939905964876,26.3095381527676,3.11246482179741,0,NA
"186",10352,1265615.5,396361.875,8,973.57123646429,973.57123646429,68.7864375108044,3.59918232544397,0,NA
"187",10353,1265346.625,396362.625,13,344.67480495334,344.67480495334,246.618754523706,11.4536679033343,0,NA
"188",10354,1265085.25,396361.125,10,1603.52909535295,2290.75585050421,9.5454791253832,1.04471240062927,0,NA
"189",10355,1264854.75,396358.84375,10,1660.79799161555,2118.9491617164,17.3543134728678,1.38414509904128,0,NA
"190",10356,1266874.125,394708.5,1,0,229.075585050421,0,NA,0,NA
"191",10357,1267137.75,395031.65625,NA,NA,NA,NA,NA,NA,NA
"192",10358,1266871.125,395042.1875,4,916.302340201685,916.302340201685,4.64781820362284,0.964365076099296,0,NA
"193",10359,1267169.375,395357.8125,NA,NA,NA,NA,NA,NA,NA
"194",10360,1266905,395373.625,13,710.695106493532,2772.37537194732,22.7361980636946,2.42188526690096,0,NA
"195",10361,1266638.375,395718.59375,4,458.151170100843,916.302340201685,0.099953079647803,0.2,0,NA
"196",10362,1266347.625,395058.78125,NA,NA,NA,NA,NA,NA,NA
"197",10363,1266090.75,395066.3125,4,716.98838080851,716.98838080851,20.512259533195,2.29027165617501,0,NA
"198",10364,1266383,395390.1875,12,1603.52909535295,2748.90702060506,1.62421505495882,0.430942820220966,1,29.8285632086495
"199",10365,1266080.25,394738.65625,10,1145.37792525211,2290.75585050421,1.63670918991479,0.511855839099253,0,NA
"200",10366,1265818.125,394750.6875,NA,NA,NA,NA,NA,NA,NA
"201",10367,1265560.5,394758.96875,16,1832.60468040337,2290.75585050421,123.510771107295,3.51523470055699,1,128.164415404326
"202",10368,1265296,395087.9375,9,687.226755151264,2061.68026545379,0.412306453547187,0.33166247903554,0,NA
"203",10373,1266844.75,394055.46875,1,0,229.075585050421,0,NA,0,NA
"204",10378,1266859.125,394383.875,8,35.2489190855506,35.2489190855506,160,28.8485105405344,1,116.270972093595
"205",10385,1267395.375,395023.375,6,20.7902359290221,708.016991080286,60,23.0028804415577,1,111.658244388927
"206",10389,1266640.625,395378.90625,8,793.418783271302,1022.49436832172,89.8266236736522,4.55604080500475,0,NA
"207",10391,1266696.375,393458.15625,19,211.621648837844,2044.22632924121,206.019036045819,13.3601069370687,1,145.578061537238
"208",10392,1266688.125,393189.25,10,61.4923826310417,290.567967681463,180,23.166578549367,1,135.663091725677
"209",10393,1266680.125,392932.375,8,70.5786527494332,70.5786527494332,160,20.3872953786859,1,134.752591128518
"210",10394,1266668.5,392672.53125,7,75.9315308306064,75.9315308306064,140,18.3860842518496,0,NA
"211",10395,1267039.125,393197.53125,11,325.89905736501,554.974642415431,180.012494134956,10.0634311189279,1,125.445355104626
"212",10396,1267029.625,392930.875,12,106.261545858005,335.337130908427,220,19.4831682730632,1,143.117469823417
"213",10397,1267018,392667.25,14,126.87161418556,355.947199235982,260,19.3838815438111,1,155.002090624247
"214",10398,1267008.25,392406.625,13,465.617165413744,694.692750464166,212.384811275111,9.14499646646799,1,103.191423398149
"215",10399,1267368.625,392912.8125,8,70.9018099126122,70.9018099126122,160,20.3407815819,1,135.132374940566
"216",10400,1267360,392714.6875,13,43.5578592186781,1418.01136952121,140,24.2754371980129,1,143.526961868692
"217",10401,1267347.125,392453.3125,17,203.0859287958,1577.53943909833,214.021542954343,13.9003307599215,1,146.892464203159
"218",10402,1267694.375,392940.65625,9,78.3974420751652,78.3974420751652,180,20.5173662955822,1,146.588674889894
"219",10403,1267680.125,392677.03125,9,56.6724484422163,56.6724484422163,180,24.1316251407397,1,161.734593746517
"220",10404,1267671.125,392415.65625,14,259.798280778392,1405.1762060305,170.148361117991,10.9580191386356,1,111.24669020075
"221",10405,1268028.875,393177.9375,7,76.6448135278273,76.6448135278273,140,18.3003306965035,1,133.378486549818
"222",10406,1268015.25,392912.8125,17,103.168609943224,1706.69770529617,200,18.8528717931716,1,132.189893011822
"223",10407,1268353.5,393143.28125,6,110.795276574865,110.795276574865,108.446035230239,13.3962277483903,1,103.155077000977
"224",10408,1268340,392884.1875,8,263.387790908156,263.387790908156,137.257523907941,9.77477042191949,0,NA
"225",10410,1264986.75,391105.5,11,1327.70618239707,1327.70618239707,144.582183587437,4.46830394109387,1,110.717945737196
"226",10411,1264978.5,390844.34375,11,1278.62454378359,1278.62454378359,109.273717794183,3.95842706299282,0,NA
"227",10412,1265267.5,390631.78125,11,298.103399969862,298.103399969862,220,11.6322621639154,0,NA
"228",10413,1265650.875,391376.1875,6,388.867529477598,388.867529477598,100.049976539824,6.86821625329563,1,97.5132003275007
"229",10414,1265632,390858.71875,4,38.81347973678,38.81347973678,80,19.4397201783157,1,124.084308700195
"230",10415,1265993.625,391612.71875,11,1077.89185096507,1077.89185096507,130.013995290325,4.70266198236175,0,NA
"231",10416,1265970.25,391129.875,3,0,687.226755151264,0,NA,0,NA
"232",10417,1266343.875,392158.0625,5,253.712308358869,940.939063510133,21.7991554336605,3.96903904754495,0,NA
"233",10418,1266337.125,391900.4375,2,93.9381952348987,93.9381952348987,31.6226690427961,7.8562349163059,1,91.7917276501004
"234",10419,1266326.5,391632.3125,10,1066.2283719782,1524.37954207904,79.6470137490488,3.70080274086325,0,NA
"235",10420,1266317.5,391366.40625,10,649.285386248183,1565.58772644987,83.5639385269696,4.85766926245087,0,NA
"236",10421,1266307,391108.03125,9,1004.8548252235,1004.8548252235,115.345880852009,4.58760153813123,0,NA
"237",10422,1266659.5,392399.84375,9,825.431077827994,825.431077827994,100.431007248314,4.72312899532257,0,NA
"238",10423,1266649.625,392136.96875,13,1138.46715926398,1596.61832936482,170.413834547361,5.23875968359939,1,107.531648815252
"239",10424,1266639.125,391886.125,5,124.699181768922,353.774766819344,80,10.8454979714461,0,NA
"240",10425,1266617.25,391353.59375,5,247.519978678656,247.519978678656,61.7585225566087,6.76362662895977,0,NA
"241",10426,1266611.25,391092.21875,7,222.811634126071,222.811634126071,137.56987728184,10.6396918235032,0,NA
"242",10427,1266999.125,392143.75,7,775.48672627308,1004.5623113235,58.7287082990071,3.726270223153,0,NA
"243",10428,1267333.625,392192.71875,13,206.668364625784,1581.12187492831,126.343883554674,10.5870853795151,0,NA
"244",10429,1267290.625,391136.65625,NA,NA,NA,NA,NA,NA,NA
"245",10430,1267659,392158.8125,11,394.063870294273,394.063870294273,212.344178398059,9.93969769714085,0,NA
"246",10431,1267638.625,391631.53125,7,393.620760326868,393.620760326868,110.922997485261,7.1880006289616,0,NA
"247",10432,1268002.5,392652.1875,12,1313.59017127822,1313.59017127822,128.168000319802,4.22956949349688,0,NA
"248",10433,1267989.625,392388.5625,6,312.102362668773,312.102362668773,104.048099725736,7.81816540131517,0,NA
"249",10434,1268336.125,392616.03125,13,1073.90449811211,1073.90449811211,152.312902653002,5.09943220582687,0,NA
"250",10435,1266937.25,390380.96875,16,894.556593305277,1123.6321783557,209.689188189136,6.55572027602145,1,124.327647811726
"251",10436,1267281.625,390873.78125,14,1028.85539994955,1945.15774015123,120.474777128327,4.6334790207182,1,116.088398377503
"252",10437,1267273.375,390609.40625,14,1118.02765603851,1805.25441118977,153.662323105137,5.01988455903744,1,128.894974428719
"253",10438,1267269.375,390441.84375,17,360.87190885388,1277.17424905557,238.722461231529,11.0130195238723,1,116.111980694668
"254",10439,1267648.375,391301.96875,9,243.236092096236,243.236092096236,167.40587155671,11.2333073176548,1,113.634042563657
"255",10440,1267620.625,391092.21875,9,121.333700893434,121.333700893434,180,16.4923231641572,1,126.60330293547
"256",10441,1267610,390824.84375,5,105.744903871427,105.744903871427,90.148361117991,12.5021728893212,1,118.869590522529
"257",10442,1267600.25,390561.625,7,63.812328544349,63.812328544349,140,20.0561711684352,0,NA
"258",10443,1267978.375,392123.40625,8,442.555946930273,442.555946930273,126.525061980758,7.24003214969993,1,111.856385478001
"259",10444,1267967.125,391861.28125,12,951.620993420947,1180.69657847137,118.178925953277,4.77171303711901,1,101.537588411269
"260",10445,1267954.25,391593.875,NA,NA,NA,NA,NA,NA,NA
"261",10446,1267940,391342.3125,8,88.5853060176138,317.660891068035,140,17.0223485467226,1,114.10214171364
"262",10447,1267926.375,391075.65625,16,353.326873754365,582.402458804787,278.722461231529,12.0263532061753,1,146.810046891672
"263",10448,1267913.625,390812.78125,10,132.567837359756,361.643422410177,180,15.7780552562042,1,124.726074255602
"264",10449,1268323.375,392353.90625,NA,NA,NA,NA,NA,NA,NA
"265",10450,1268309.75,392097.8125,NA,NA,NA,NA,NA,NA,NA
"266",10451,1268301.5,391828.90625,NA,NA,NA,NA,NA,NA,NA
